loop_epoch,test_ratio,llm_ratio,human_MAP5,llm_MAP5,llm_minus_human_MAP5,human_target_MAP5,llm_target_MAP5,llm_target_minus_human_target_MAP5,human_nDCG5,llm_nDCG5,llm_minus_human_nDCG5
1.0,0.0,0.6,61.555555555555564,59.33333333333335,-2.2222222222222143,27.77777777777778,40.22222222222223,12.44444444444445,70.90039153743912,69.31278825172524,-1.5876032857138824
2.0,0.9333333333333333,0.4666666666666667,46.33333333333333,46.33333333333333,0.0,23.0,20.888888888888893,-2.111111111111107,59.6049465906509,59.65639412586262,0.05144753521172163
3.0,0.4666666666666667,0.26666666666666666,62.22222222222222,66.66666666666667,4.44444444444445,43.333333333333336,38.0,-5.333333333333336,71.64283497719602,75.02761584574107,3.3847808685450502
4.0,0.7333333333333333,0.6,59.111111111111114,49.66666666666667,-9.444444444444443,34.0,31.555555555555554,-2.4444444444444464,69.35236460825745,62.22354166208006,-7.128822946177387
5.0,0.6,0.4666666666666667,66.66666666666666,63.33333333333334,-3.3333333333333144,41.11111111111111,35.55555555555555,-5.555555555555557,74.97616831052937,72.56714753621746,-2.4090207743119123
6.0,0.8666666666666667,0.6,44.888888888888886,42.33333333333333,-2.555555555555557,17.666666666666668,21.88888888888889,4.222222222222221,58.3884756927038,56.29913977094698,-2.0893359217568204
7.0,0.6,0.4666666666666667,66.66666666666666,70.55555555555556,3.8888888888889,44.99999999999999,41.66666666666667,-3.3333333333333215,74.97616831052937,77.8987928995637,2.922624589034328
8.0,0.6666666666666666,0.6,58.88888888888888,61.11111111111111,2.2222222222222285,33.22222222222223,35.77777777777778,2.55555555555555,69.1823666676724,70.76996995338631,1.5876032857139109
9.0,0.6,0.4666666666666667,70.0,67.77777777777779,-2.2222222222222143,43.33333333333333,38.88888888888889,-4.444444444444436,77.436636620053,75.9519284047625,-1.484708215290496
10.0,0.7333333333333333,0.6,59.111111111111114,49.66666666666667,-9.444444444444443,34.0,31.555555555555554,-2.4444444444444464,69.35236460825745,62.22354166208006,-7.128822946177387
